DBC GLD IJH IVV QQQ SPY USO UUP VXX XLB XLE XLF XLI XLK XLP XLU XLV XLY DBCL GLDL IJHL IVVL QQQL SPYL USOL UUPL VXXL XLBL XLEL XLFL XLIL XLKL XLPL XLUL XLVL XLYL
-0.0350598935891034 -0.0141052365608509 -0.046276440106034 -0.0373053314325536 -0.0260968386652996 -0.0369657627882868 -0.0627932031010801 0.00756373063441114 0.0460193956179526 -0.0484417433280937 -0.0558599311780656 -0.0566245837108008 -0.0526584750436889 -0.0182832810972096 -0.0161126737731015 -0.026098726054337 -0.042702629053065 -0.028632647808748 -0.00729342474366397 -0.0112590546531436 -0.0192268384657271 -0.0182047799872653 -0.00919955937635678 -0.0173455162089496 0.0034015576812809 0.00227197576599139 0.012527231086719 -0.0135710621564368 -0.015305347450369 -0.0321140431970092 -0.0225781765771202 -0.0124137840496875 -0.0134312835133949 -0.0330350230874653 -0.0157515629524629 -0.0147017399976666
-0.00729342474366397 -0.0112590546531436 -0.0192268384657271 -0.0182047799872653 -0.00919955937635678 -0.0173455162089496 0.0034015576812809 0.00227197576599139 0.012527231086719 -0.0135710621564368 -0.015305347450369 -0.0321140431970092 -0.0225781765771202 -0.0124137840496875 -0.0134312835133949 -0.0330350230874653 -0.0157515629524629 -0.0147017399976666 0.0205225332724126 -0.0115730263308881 0.0126935258794133 0.0105371080798856 0.0144814674980467 0.00982770217750342 0.0570156060440778 -0.0029929190239151 -0.0440625011954312 0.0182242634922882 0.0260064742459562 -0.0193563997661407 0.0107174611343244 0.0132167948398434 0.00824057746392561 -0.00484420581517648 0.0136226058332259 0.00967416104398141
0.0205225332724126 -0.0115730263308881 0.0126935258794133 0.0105371080798856 0.0144814674980467 0.00982770217750342 0.0570156060440778 -0.0029929190239151 -0.0440625011954312 0.0182242634922882 0.0260064742459562 -0.0193563997661407 0.0107174611343244 0.0132167948398434 0.00824057746392561 -0.00484420581517648 0.0136226058332259 0.00967416104398141 0.00117609092150654 0.0182462389699006 -0.028673917361874 -0.0247841150077892 -0.0154813455092987 -0.024527648361964 -0.00684259887452754 0.00250324358929428 0.0242832998143803 -0.0159391502000487 -0.0213961317389085 -0.0725124219959741 -0.0227054027892894 -0.0163766208302153 -0.0126794133150538 -0.020865794817444 -0.0134214318834326 -0.0286984521749804
0.00117609092150654 0.0182462389699006 -0.028673917361874 -0.0247841150077892 -0.0154813455092987 -0.024527648361964 -0.00684259887452754 0.00250324358929428 0.0242832998143803 -0.0159391502000487 -0.0213961317389085 -0.0725124219959741 -0.0227054027892894 -0.0163766208302153 -0.0126794133150538 -0.020865794817444 -0.0134214318834326 -0.0286984521749804 0.0162030480520464 0.00825269151557999 -0.0136244009445579 -0.00835809769387396 -0.0104626466245478 -0.0070141707354736 0.0326797863212436 -0.00241579504568451 0.00270669215014813 0.00307278349752522 0.000125696414451263 -0.0306127485620399 -0.0148405341099493 -0.00203137735631458 -0.00219398973017237 -0.0078174718608654 0.00516636153982285 -0.00915753925955085
0.0162030480520464 0.00825269151557999 -0.0136244009445579 -0.00835809769387396 -0.0104626466245478 -0.0070141707354736 0.0326797863212436 -0.00241579504568451 0.00270669215014813 0.00307278349752522 0.000125696414451263 -0.0306127485620399 -0.0148405341099493 -0.00203137735631458 -0.00219398973017237 -0.0078174718608654 0.00516636153982285 -0.00915753925955085 0.00157058848662885 -0.00979094342189222 -0.0112647489551824 -0.0101751382669514 -0.017836067916702 -0.0102195479756186 0.0264306885293388 0.00294357335434635 0.00348440751706138 -0.0069946398874834 0.00124390958894283 -0.00162914729205604 -0.010995950923933 -0.0220163178552725 -0.0109566824967863 -0.0153819652034993 -0.0106546142844456 -0.011686392053441
0.00157058848662885 -0.00979094342189222 -0.0112647489551824 -0.0101751382669514 -0.017836067916702 -0.0102195479756186 0.0264306885293388 0.00294357335434635 0.00348440751706138 -0.0069946398874834 0.00124390958894283 -0.00162914729205604 -0.010995950923933 -0.0220163178552725 -0.0109566824967863 -0.0153819652034993 -0.0106546142844456 -0.011686392053441 -0.00122487608741487 -0.0213946964559751 0.0394767223698541 0.0362709921470284 0.0340138625330479 0.0351936399095357 -0.0105490155721866 -0.00276764725145907 -0.0504552444761919 0.0337134686647806 0.0333824763247731 0.0917972652890885 0.0448714126609711 0.0299261789803869 0.0085994288209787 0.00361012968641834 0.0200948218418288 0.0358632364361084
-0.00122487608741487 -0.0213946964559751 0.0394767223698541 0.0362709921470284 0.0340138625330479 0.0351936399095357 -0.0105490155721866 -0.00276764725145907 -0.0504552444761919 0.0337134686647806 0.0333824763247731 0.0917972652890885 0.0448714126609711 0.0299261789803869 0.0085994288209787 0.00361012968641834 0.0200948218418288 0.0358632364361084 -0.0217548328523192 0.000987614705526886 0.0168557459257009 0.0153066500272591 0.0215052003981566 0.0160588162061831 -0.0412134294267825 -0.00823062957412132 -0.0217731707068504 0.0310885123482053 0.0083457990808572 0.0479875125601943 0.021383146860818 0.0245968990109222 0.00219172578245521 4.49039201464295e-05 -0.00546909269164928 0.0223986455279192
-0.0217548328523192 0.000987614705526886 0.0168557459257009 0.0153066500272591 0.0215052003981566 0.0160588162061831 -0.0412134294267825 -0.00823062957412132 -0.0217731707068504 0.0310885123482053 0.0083457990808572 0.0479875125601943 0.021383146860818 0.0245968990109222 0.00219172578245521 4.49039201464295e-05 -0.00546909269164928 0.0223986455279192 0.023136974237488 0.0142309212790381 0.0356536772706169 0.0316124246453123 0.0289120316898172 0.0310975460483216 0.0334730589121919 -0.00604576623833866 -0.018964085235641 0.0266846677392844 0.0224911053600158 0.0813405972701355 0.0283683961868281 0.0270570930197585 0.0177273047566985 0.00865465460758755 0.0300471826023204 0.031587726523146
0.023136974237488 0.0142309212790381 0.0356536772706169 0.0316124246453123 0.0289120316898172 0.0310975460483216 0.0334730589121919 -0.00604576623833866 -0.018964085235641 0.0266846677392844 0.0224911053600158 0.0813405972701355 0.0283683961868281 0.0270570930197585 0.0177273047566985 0.00865465460758755 0.0300471826023204 0.031587726523146 0.00181411644004381 0.00620562931635318 0.0153994786778253 0.0158901205801558 0.0112629572295422 0.0155552262299664 -0.00316438258265127 -0.00125175084373871 0.00340554252915606 0.0118501038782759 0.00142031774699964 0.0311952268047957 0.0106163869343659 0.00901903100658615 0.0157082019892647 0.0119782542219152 0.0319217340966545 0.0182579359973599
0.00181411644004381 0.00620562931635318 0.0153994786778253 0.0158901205801558 0.0112629572295422 0.0155552262299664 -0.00316438258265127 -0.00125175084373871 0.00340554252915606 0.0118501038782759 0.00142031774699964 0.0311952268047957 0.0106163869343659 0.00901903100658615 0.0157082019892647 0.0119782542219152 0.0319217340966545 0.0182579359973599 0.0150830407994903 -0.00159245822366574 -0.00472609410721883 0.0036341142019721 -0.00747382448383562 0.00316697198708161 0.0137394182438662 -0.00245520881644226 0.0242007372994526 0.0143515470107628 0.00893358319385479 -0.0027543547949822 0.0108417183769396 -0.00291524721705488 0.0155324610231104 0.0218163441289682 0.00341836479448854 -0.00983627532788515
0.0150830407994903 -0.00159245822366574 -0.00472609410721883 0.0036341142019721 -0.00747382448383562 0.00316697198708161 0.0137394182438662 -0.00245520881644226 0.0242007372994526 0.0143515470107628 0.00893358319385479 -0.0027543547949822 0.0108417183769396 -0.00291524721705488 0.0155324610231104 0.0218163441289682 0.00341836479448854 -0.00983627532788515 0.0191982542640627 -0.00613433245369955 0.0237330870434995 0.0208943348030778 0.0222842486184213 0.0211385508822916 0.0320870302601058 -0.00183972319473692 -0.0154464336320452 0.0105640224884008 0.025589566969586 0.0409132348227617 0.0228298243094256 0.0228481752230278 0.0175144875049814 0.0176336088142618 0.0113937396150065 0.0281943258957142
0.0191982542640627 -0.00613433245369955 0.0237330870434995 0.0208943348030778 0.0222842486184213 0.0211385508822916 0.0320870302601058 -0.00183972319473692 -0.0154464336320452 0.0105640224884008 0.025589566969586 0.0409132348227617 0.0228298243094256 0.0228481752230278 0.0175144875049814 0.0176336088142618 0.0113937396150065 0.0281943258957142 0.0146934621977551 0.0201637232420116 0.0271830752357299 0.0204383542098328 0.0157855925889287 0.0218044158248585 0.0145342422552516 -0.022430536683091 -0.00348708339576195 0.0227460220591524 0.0152422514632757 0.0775319668660143 0.0201191662221346 0.0168234237744533 0.00238154882843101 0.0271789972501545 0.00489727059232038 0.0301614919913825
0.0146934621977551 0.0201637232420116 0.0271830752357299 0.0204383542098328 0.0157855925889287 0.0218044158248585 0.0145342422552516 -0.022430536683091 -0.00348708339576195 0.0227460220591524 0.0152422514632757 0.0775319668660143 0.0201191662221346 0.0168234237744533 0.00238154882843101 0.0271789972501545 0.00489727059232038 0.0301614919913825 0.0186036387466097 0.0156842442047773 0.00516726297883065 -0.000648274482490253 0.00481284671005566 -0.00104063184358811 0.0215206210277034 -0.0154450679102579 0.0294039671787845 0.0137663575487465 0.0209795094261886 -0.0295281995412905 0.000113082150842555 0.00734733419227436 -0.00776733520588864 0.0186857561500509 -0.0147674195563823 0.00273751066480179
0.0186036387466097 0.0156842442047773 0.00516726297883065 -0.000648274482490253 0.00481284671005566 -0.00104063184358811 0.0215206210277034 -0.0154450679102579 0.0294039671787845 0.0137663575487465 0.0209795094261886 -0.0295281995412905 0.000113082150842555 0.00734733419227436 -0.00776733520588864 0.0186857561500509 -0.0147674195563823 0.00273751066480179 0.0151843453044433 -0.000163739695336738 -0.0175206760107226 -0.0145315951975552 -0.00862083046934551 -0.0146962280439718 0.0158996684159105 0.000439383786389001 0.0489900131187969 -0.00725173026450469 -0.019601100867857 -0.0444715386525467 -0.0206093496483174 -0.00779967809212313 -0.00894375660431037 0.00156386502956745 -0.00475291298250481 -0.0125357395186156
